ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,"Banda de Música Sinfónica Virgen de la Trinidad de Málaga","banda de musica sinfonica virgen de la trinidad de malaga",Cautivo,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Dolores Coronada de Álora","banda de cornetas y tambores dolores coronada de alora",Estudiantes,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Soledad de Mena de Málaga","banda de musica nuestra senora de la soledad de mena de malaga",Estudiantes,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Paz de Málaga","banda de musica nuestra senora de la paz de malaga",Estudiantes,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Suspiros de Pasión de Alameda","banda de cornetas y tambores suspiros de pasion de alameda",Rocío,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Agrupación Musical Santísimo Cristo de la Vera Cruz de Campillos","agrupacion musical santisimo cristo de la vera cruz de campillos",Rocío,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Virgen del Rocío de Málaga","banda de musica virgen del rocio de malaga",Rocío,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Paso y Esperanza de Málaga","banda de cornetas y tambores paso y esperanza de malaga",Penas,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Paz de Málaga","banda de musica nuestra senora de la paz de malaga",Penas,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Agrupación Musical Jesús Cautivo de Estepona","agrupacion musical jesus cautivo de estepona","Nueva Esperanza","Paso de Cristo",2026,musicofrades.com,"comparte paso",Malaga
,"Agrupación Musical Sagrada Resurrección de Sanlúcar de Barrameda","agrupacion musical sagrada resurreccion de sanlucar de barrameda","Nueva Esperanza","Paso de Cristo",2026,musicofrades.com,"comparte paso",Malaga
,"Banda de Música de la Hermandad de Zamarrilla de Málaga","banda de musica de la hermandad de zamarrilla de malaga","Nueva Esperanza","Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga","banda de cornetas y tambores del real cuerpo de bomberos de malaga",Estrella,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga","banda de cornetas y tambores nuestra senora del carmen de malaga",Estrella,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Sinfónica Virgen de la Trinidad de Málaga","banda de musica sinfonica virgen de la trinidad de malaga",Estrella,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Vera-Cruz de Almogía","banda de cornetas y tambores vera cruz de almogia",Rescate,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Agrupación Musical Santa Cruz de Huelva","agrupacion musical santa cruz de huelva",Rescate,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Cruz del Humilladero de Málaga","banda de musica cruz del humilladero de malaga",Rescate,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Almogía","banda de cornetas y tambores nuestro padre jesus nazareno de almogia",Sentencia,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Agrupación Musical San Lorenzo Mártir de Málaga","agrupacion musical san lorenzo martir de malaga",Sentencia,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Soledad de Mena de Málaga","banda de musica nuestra senora de la soledad de mena de malaga",Sentencia,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Agrupación Musical de las Reales Cofradías Fusionadas de San Juan de Málaga","agrupacion musical de las reales cofradias fusionadas de san juan de malaga",Fusionadas,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Agrupación Musical Jesús Cautivo de Estepona","agrupacion musical jesus cautivo de estepona",Fusionadas,"Paso de Misterio",2026,musicofrades.com,"Azotes y Columna",Malaga
,"Banda de Cornetas y Tambores Coronación de Campillos","banda de cornetas y tambores coronacion de campillos",Fusionadas,"Paso de Misterio",2026,musicofrades.com,Exaltación,Malaga
,"Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga","banda de musica de la archicofradia del paso y la esperanza de malaga",Fusionadas,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Paso y Esperanza de Málaga","banda de cornetas y tambores paso y esperanza de malaga",Mediadora,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Cruz del Humilladero de Málaga","banda de musica cruz del humilladero de malaga",Mediadora,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga","banda de cornetas y tambores nuestro padre jesus cautivo de malaga",Salesianos,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Agrupación Musical Santísimo Cristo de la Vera Cruz de Campillos","agrupacion musical santisimo cristo de la vera cruz de campillos",Sangre,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música de la Hermandad de Zamarrilla de Málaga","banda de musica de la hermandad de zamarrilla de malaga",Sangre,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Sinfónica Virgen de la Trinidad de Málaga","banda de musica sinfonica virgen de la trinidad de malaga",Rico,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Soledad de Mena de Málaga","banda de musica nuestra senora de la soledad de mena de malaga",Rico,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga","banda de cornetas y tambores nuestra senora del carmen de malaga",Paloma,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Santa Vera Cruz – La Pepa – de Alhaurín el Grande","banda de musica santa vera cruz la pepa de alhaurin el grande",Paloma,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga","banda de musica maestro eloy garcia de la archicofradia de la expiracion de malaga",Expiración,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Lágrimas de Dolores de Churriana","banda de cornetas y tambores lagrimas de dolores de churriana",Cena,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Agrupación Musical Nuestra Señora de la Estrella de Dos Hermanas","agrupacion musical nuestra senora de la estrella de dos hermanas",Cena,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Paz de Málaga","banda de musica nuestra senora de la paz de malaga",Cena,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga","banda de musica maestro eloy garcia de la archicofradia de la expiracion de malaga","Santa Cruz","Paso de Virgen",2026,musicofrades.com,,Malaga
,"Agrupación Musical San Lorenzo Mártir de Málaga","agrupacion musical san lorenzo martir de malaga",Viñeros,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música de la Asociación Musical Santa Cecilia de Sorbas","banda de musica de la asociacion musical santa cecilia de sorbas",Viñeros,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Sinfónica Virgen de la Trinidad de Málaga","banda de musica sinfonica virgen de la trinidad de malaga",Vera+Cruz,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga","banda de cornetas y tambores nuestro padre jesus cautivo de malaga",Zamarrilla,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música de la Hermandad de Zamarrilla de Málaga","banda de musica de la hermandad de zamarrilla de malaga",Zamarrilla,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Soledad de Mena de Málaga","banda de musica nuestra senora de la soledad de mena de malaga",Mena,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga","banda de cornetas y tambores nuestra senora del carmen de malaga",Misericordia,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Cruz del Humilladero de Málaga","banda de musica cruz del humilladero de malaga",Misericordia,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Paso y Esperanza de Málaga","banda de cornetas y tambores paso y esperanza de malaga",Esperanza,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga","banda de musica de la archicofradia del paso y la esperanza de malaga",Esperanza,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Santa Cecilia de Málaga","banda de musica santa cecilia de malaga","Monte Calvario","Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Paz de Málaga","banda de musica nuestra senora de la paz de malaga","Monte Calvario","Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música Cruz del Humilladero de Málaga","banda de musica cruz del humilladero de malaga",Descendimiento,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Maestro Eloy García de la Archicofradía de la Expiración de Málaga","banda de musica maestro eloy garcia de la archicofradia de la expiracion de malaga",Descendimiento,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Paso y Esperanza de Málaga","banda de cornetas y tambores paso y esperanza de malaga","Amor y Caridad","Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Virgen del Rocío de Málaga","banda de musica virgen del rocio de malaga","Amor y Caridad","Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestro Padre Jesús Cautivo de Málaga","banda de cornetas y tambores nuestro padre jesus cautivo de malaga","Santo Traslado","Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Sinfónica Virgen de la Trinidad de Málaga","banda de musica sinfonica virgen de la trinidad de malaga","Santo Traslado","Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Música de la Hermandad de Zamarrilla de Málaga","banda de musica de la hermandad de zamarrilla de malaga",Piedad,"Paso de Cristo",2026,musicofrades.com,"acompaña Cristo y Virgen",Malaga
,"Banda de Música de la Hermandad de Zamarrilla de Málaga","banda de musica de la hermandad de zamarrilla de malaga",Piedad,"Paso de Virgen",2026,musicofrades.com,"acompaña Cristo y Virgen",Malaga
,"Banda de Música Municipal de Málaga","banda de musica municipal de malaga",Sepulcro,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música de la Archicofradía del Paso y la Esperanza de Málaga","banda de musica de la archicofradia del paso y la esperanza de malaga",Sepulcro,"Paso de Virgen",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores del Real Cuerpo de Bomberos de Málaga","banda de cornetas y tambores del real cuerpo de bomberos de malaga",Servitas,"Paso de Virgen",2026,musicofrades.com,tambores,Malaga
,"Banda de Cornetas y Tambores Lágrimas de Dolores de Churriana","banda de cornetas y tambores lagrimas de dolores de churriana",Resucitado,"Cruz de Guia",2026,musicofrades.com,,Malaga
,"Banda de Cornetas y Tambores Nuestra Señora del Carmen de Málaga","banda de cornetas y tambores nuestra senora del carmen de malaga",Resucitado,"Paso de Cristo",2026,musicofrades.com,,Malaga
,"Banda de Música Nuestra Señora de la Paz de Málaga","banda de musica nuestra senora de la paz de malaga",Resucitado,"Paso de Virgen",2026,musicofrades.com,,Malaga
