ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,Banda de Cornetas y Tambores Nuestra Señora del Sol,banda de cornetas y tambores nuestra senora del sol,La Espiga,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Sagrada Columna y Azotes,banda de cornetas y tambores sagrada columna y azotes,La Borriquita,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Sol,banda de cornetas y tambores nuestra senora del sol,La Borriquita,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Juvenil Virgen de los Reyes de Sevilla,agrupacion musical juvenil virgen de los reyes de sevilla,Jesus Despojado,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Virgen de los Reyes,agrupacion musical virgen de los reyes,Jesus Despojado,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical María Santísima de las Angustias Coronada de Sevilla,agrupacion musical maria santisima de las angustias coronada de sevilla,La Hiniesta,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Santa María Magdalena de Arahal,agrupacion musical santa maria magdalena de arahal,La Hiniesta,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Santa María de la Esperanza (Fraternitas),agrupacion musical santa maria de la esperanza fraternitas,La Paz,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestra Señora de la Encarnación (San Benito) de Sevilla,agrupacion musical nuestra senora de la encarnacion san benito de sevilla,La Paz,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,La Cena,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Pasión de Cristo,banda de cornetas y tambores pasion de cristo,San Roque,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Jesús Nazareno de Huelva,banda de cornetas y tambores jesus nazareno de huelva,San Roque,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,La Amargura,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Juvenil Centuria Romana Macarena,banda de cornetas y tambores juvenil centuria romana macarena,La Estrella,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Rosario de Cádiz,banda de cornetas y tambores nuestra senora del rosario de cadiz,La Estrella,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Pasión de Cristo,banda de cornetas y tambores pasion de cristo,San Pablo,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Santa María Magdalena de Arahal,agrupacion musical santa maria magdalena de arahal,San Pablo,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Virgen de los Reyes,agrupacion musical virgen de los reyes,San Pablo,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Juvenil María Santísima del Rocío de Sevilla,agrupacion musical juvenil maria santisima del rocio de sevilla,La Redencion,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestro Padre Jesús de la Redención de Sevilla,agrupacion musical nuestro padre jesus de la redencion de sevilla,La Redencion,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical María Santísima de las Angustias Coronada de Sevilla,agrupacion musical maria santisima de las angustias coronada de sevilla,Santa Genoveva,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares,agrupacion musical nuestro padre jesus de la pasion de linares,Santa Genoveva,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,San Gonzalo,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Juvenil Centuria Romana Macarena,banda de cornetas y tambores juvenil centuria romana macarena,Las Aguas,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Rosario de Cádiz,banda de cornetas y tambores nuestra senora del rosario de cadiz,Las Aguas,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Jesús Nazareno de Huelva,banda de cornetas y tambores jesus nazareno de huelva,El Cerro del Aguila,Paso del Nazareno,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores de la Centuria Romana Macarena,banda de cornetas y tambores de la centuria romana macarena,El Cerro del Aguila,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Juvenil Sagrada Presentación de Sevilla,agrupacion musical juvenil sagrada presentacion de sevilla,San Benito,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestra Señora de la Encarnación (San Benito) de Sevilla,agrupacion musical nuestra senora de la encarnacion san benito de sevilla,San Benito,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de la Sangre,banda de cornetas y tambores santisimo cristo de la sangre,San Benito,Paso de Cristo,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Juvenil Centuria Romana Macarena,banda de cornetas y tambores juvenil centuria romana macarena,La Candelaria,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,La Candelaria,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,El Dulce Nombre,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Virgen de los Reyes,agrupacion musical virgen de los reyes,San Esteban,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Rosario de Cádiz,banda de cornetas y tambores nuestra senora del rosario de cadiz,El Carmen Doloroso,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares,agrupacion musical nuestro padre jesus de la pasion de linares,La Sed,Paso de Cristo,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores de la Centuria Romana Macarena,banda de cornetas y tambores de la centuria romana macarena,San Bernardo,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestro Padre Jesús en la Presentación al Pueblo de Dos Hermanas,banda de cornetas y tambores nuestro padre jesus en la presentacion al pueblo de dos hermanas,El Buen Fin,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,La Lanzada,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical María Santísima de las Angustias Coronada de Sevilla,agrupacion musical maria santisima de las angustias coronada de sevilla,El Baratillo,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Sol,banda de cornetas y tambores nuestra senora del sol,El Baratillo,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,Los Panaderos,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Esencia,banda de cornetas y tambores esencia,Las Siete Palabras,Paso de Cristo,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Rosario de Cádiz,banda de cornetas y tambores nuestra senora del rosario de cadiz,La Exaltacion,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores de la Centuria Romana Macarena,banda de cornetas y tambores de la centuria romana macarena,La Macarena,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,La Esperanza de Triana,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestro Padre Jesús de la Salud (Los Gitanos) de Sevilla,agrupacion musical nuestro padre jesus de la salud los gitanos de sevilla,Los Gitanos,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,La Carreteria,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Sol,banda de cornetas y tambores nuestra senora del sol,La O,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,Montserrat,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Santa María de la Esperanza (Fraternitas),agrupacion musical santa maria de la esperanza fraternitas,El Sol,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora del Sol,banda de cornetas y tambores nuestra senora del sol,El Sol,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Santa María de Gracia,agrupacion musical santa maria de gracia,La Trinidad,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,La Trinidad,Paso Alegorico,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Virgen de los Reyes,agrupacion musical virgen de los reyes,La Resurreccion,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Sagrada Columna y Azotes,banda de cornetas y tambores sagrada columna y azotes,Montesion,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Nuestra Señora de la Victoria (Las Cigarreras),banda de cornetas y tambores nuestra senora de la victoria las cigarreras,Montesion,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical Nuestro Padre Jesús de la Redención de Sevilla,agrupacion musical nuestro padre jesus de la redencion de sevilla,Las Cigarreras,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santísimo Cristo de las Tres Caídas de Triana,banda de cornetas y tambores santisimo cristo de las tres caidas de triana,La Trinidad,Paso de Misterio,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Santa María de Gracia de Carmona,banda de cornetas y tambores santa maria de gracia de carmona,La Trinidad,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores Juvenil Centuria Romana Macarena,banda de cornetas y tambores juvenil centuria romana macarena,La Macarena,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Banda de Cornetas y Tambores San Juan Evangelista de Sevilla,banda de cornetas y tambores san juan evangelista de sevilla,La Esperanza de Triana,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
,Agrupación Musical María Santísima de las Angustias Coronada de Sevilla,agrupacion musical maria santisima de las angustias coronada de sevilla,Los Gitanos,Cruz de Guia,2025,El Llamador (Canal Sur) Sevilla 2025,,Sevilla
